rev_eta,rev_p,X,new_chi,phi
0.058823529411764705,0.025,0.01,0.3806374813911895,0.03668830839032942
0.058823529411764705,0.025,0.01,0.5024875621890548,0.07133686813760211
0.058823529411764705,0.025,0.01,0.6243376429869201,0.26812487640051136
0.058823529411764705,0.025,0.01,0.7323965956517463,0.40892872117649764
0.030303030303030304,1.0,0.01,0.27257852872636334,0.009808549312955269
0.030303030303030304,1.0,0.01,0.3806374813911895,0.010304406092407058
0.030303030303030304,1.0,0.01,0.5024875621890548,0.01088295405259658
0.030303030303030304,1.0,0.01,0.6243376429869201,0.011563507930924675
0.030303030303030304,1.0,0.01,0.7323965956517463,0.012369131162544043
0.030303030303030304,1.0,0.01,0.9528100764402322,0.017271696204318662
0.030303030303030304,0.5,0.01,0.27257852872636334,0.01256122107846272
0.030303030303030304,0.5,0.01,0.3806374813911895,0.01339307384582947
0.030303030303030304,0.5,0.01,0.5024875621890548,0.014421331475456442
0.030303030303030304,0.5,0.01,0.6243376429869201,0.01571490566256421
0.030303030303030304,0.5,0.01,0.7323965956517463,0.017363834945033522
0.030303030303030304,0.5,0.01,0.9528100764402322,0.02858530583653685
0.030303030303030304,0.2,0.01,0.27257852872636334,0.019073947412384114
0.030303030303030304,0.2,0.01,0.3806374813911895,0.021245003295141715
0.030303030303030304,0.2,0.01,0.5024875621890548,0.024398881331196293
0.030303030303030304,0.2,0.01,0.6243376429869201,0.02924020504844196
0.030303030303030304,0.2,0.01,0.7323965956517463,0.03678771275810488
0.030303030303030304,0.2,0.01,0.9528100764402322,0.07878204719846044
0.030303030303030304,0.1,0.01,0.27257852872636334,0.023167928073643426
0.030303030303030304,0.1,0.01,0.3806374813911895,0.02801830237010962
0.030303030303030304,0.1,0.01,0.5024875621890548,0.03824383028671781
0.030303030303030304,0.1,0.01,0.6243376429869201,0.05741141853797577
0.030303030303030304,0.1,0.01,0.7323965956517463,0.0874714407080237
0.030303030303030304,0.1,0.01,0.9528100764402322,0.17879556999775806
0.030303030303030304,0.05,0.01,0.27257852872636334,0.0238814266070924
0.030303030303030304,0.05,0.01,0.3806374813911895,0.029521773118310918
0.030303030303030304,0.05,0.01,0.5024875621890548,0.0546641247390709
0.030303030303030304,0.05,0.01,0.6243376429869201,0.12961102740705033
0.030303030303030304,0.05,0.01,0.7323965956517463,0.21399075213554603
0.030303030303030304,0.025,0.01,0.27257852872636334,0.023884488035808882
0.030303030303030304,0.025,0.01,0.3806374813911895,0.02958939377604726
0.030303030303030304,0.025,0.01,0.5024875621890548,0.06112211859854653
0.030303030303030304,0.025,0.01,0.6243376429869201,0.2580330266032012
0.030303030303030304,0.025,0.01,0.7323965956517463,0.410286434095782
0.6666666666666666,1.0,0.01,0.27257852872636334,0.046150983232217904
0.6666666666666666,1.0,0.01,0.3806374813911895,0.04732940220371023
0.6666666666666666,1.0,0.01,0.5024875621890548,0.04858293191639091
0.6666666666666666,1.0,0.01,0.6243376429869201,0.049913689901864684
0.6666666666666666,1.0,0.01,0.7323965956517463,0.05132215911223027
0.6666666666666666,1.0,0.01,0.9528100764402322,0.05764933169082377
0.6666666666666666,0.5,0.01,0.27257852872636334,0.052865677889408116
0.6666666666666666,0.5,0.01,0.3806374813911895,0.05550659359799825
0.6666666666666666,0.5,0.01,0.5024875621890548,0.05853194041042391
0.6666666666666666,0.5,0.01,0.6243376429869201,0.06199299242219281
0.6666666666666666,0.5,0.01,0.7323965956517463,0.06592555732704833
0.6666666666666666,0.5,0.01,0.9528100764402322,0.08528504549731203
0.6666666666666666,0.2,0.01,0.27257852872636334,0.06133358752762364
0.6666666666666666,0.2,0.01,0.3806374813911895,0.06865930932592625
0.6666666666666666,0.2,0.01,0.5024875621890548,0.0795976779659051
0.6666666666666666,0.2,0.01,0.6243376429869201,0.09651944192562802
0.6666666666666666,0.2,0.01,0.7323965956517463,0.12063432639056348
0.6666666666666666,0.2,0.01,0.9528100764402322,0.20029071325322045
0.6666666666666666,0.1,0.01,0.27257852872636334,0.064010412619102
0.6666666666666666,0.1,0.01,0.3806374813911895,0.0754645422347914
0.6666666666666666,0.1,0.01,0.5024875621890548,0.09979176157177559
0.6666666666666666,0.1,0.01,0.6243376429869201,0.16318975980064343
0.6666666666666666,0.1,0.01,0.7323965956517463,0.24540666474254258
0.6666666666666666,0.1,0.01,0.9528100764402322,0.3993549022218394
0.6666666666666666,0.05,0.01,0.27257852872636334,0.06447364964059617
0.6666666666666666,0.05,0.01,0.3806374813911895,0.07798614897150209
0.6666666666666666,0.05,0.01,0.5024875621890548,0.11696304341831362
0.6666666666666666,0.05,0.01,0.6243376429869201,0.2851925555371016
0.6666666666666666,0.05,0.01,0.7323965956517463,0.4329776786028872
0.6666666666666666,0.05,0.01,0.9528100764402322,0.7509910114486309
0.6666666666666666,0.025,0.01,0.27257852872636334,0.06448326214711575
0.6666666666666666,0.025,0.01,0.3806374813911895,0.07870060431191132
0.6666666666666666,0.025,0.01,0.5024875621890548,0.12632341057051086
0.6666666666666666,0.025,0.01,0.6243376429869201,0.381024680954558
0.6666666666666666,0.025,0.01,0.7323965956517463,0.5668300148176219
0.6666666666666666,0.025,0.01,0.9528100764402322,0.8366801325723244
0.5,1.0,0.01,0.27257852872636334,0.043595541067629084
0.5,1.0,0.01,0.3806374813911895,0.04483851836052448
0.5,1.0,0.01,0.5024875621890548,0.0461718180212855
0.5,1.0,0.01,0.6243376429869201,0.04759899358009921
0.5,1.0,0.01,0.7323965956517463,0.04912149310523352
0.5,1.0,0.01,0.9528100764402322,0.056065171813812285
0.5,0.5,0.01,0.27257852872636334,0.04975179172093619
0.5,0.5,0.01,0.3806374813911895,0.052493389850395755
0.5,0.5,0.01,0.5024875621890548,0.05567919906894376
0.5,0.5,0.01,0.6243376429869201,0.05937246956203369
0.5,0.5,0.01,0.7323965956517463,0.06361246859351946
0.5,0.5,0.01,0.9528100764402322,0.08432248116523665
0.5,0.2,0.01,0.27257852872636334,0.057135527495642296
0.5,0.2,0.01,0.3806374813911895,0.06462146206973571
0.5,0.2,0.01,0.5024875621890548,0.07632226427207445
0.5,0.2,0.01,0.6243376429869201,0.09517942233380906
0.5,0.2,0.01,0.7323965956517463,0.12127981552059534
0.5,0.2,0.01,0.9528100764402322,0.19811928971429088
0.5,0.1,0.01,0.27257852872636334,0.0589016283383052
0.5,0.1,0.01,0.3806374813911895,0.07006863034418426
0.5,0.1,0.01,0.5024875621890548,0.095741793586051
0.5,0.1,0.01,0.6243376429869201,0.1676185228937633
0.5,0.1,0.01,0.7323965956517463,0.2466809378231248
0.5,0.1,0.01,0.9528100764402322,0.3969501872451115
0.5,0.05,0.01,0.27257852872636334,0.058964896655819915
0.5,0.05,0.01,0.3806374813911895,0.07167203938800037
0.5,0.05,0.01,0.5024875621890548,0.11113849297882986
0.5,0.05,0.01,0.6243376429869201,0.29196265632880936
0.5,0.05,0.01,0.7323965956517463,0.433133408549987
0.5,0.05,0.01,0.9528100764402322,0.7478435452541211
0.5,0.025,0.01,0.27257852872636334,0.05884283182515227
0.5,0.025,0.01,0.3806374813911895,0.07204739766743526
0.5,0.025,0.01,0.5024875621890548,0.11896323219100655
0.5,0.025,0.01,0.6243376429869201,0.3849035976998304
0.5,0.025,0.01,0.7323965956517463,0.5676251605238012
0.5,0.025,0.01,0.9528100764402322,0.8358698648949062
0.3333333333333333,1.0,0.01,0.27257852872636334,0.03877739544406015
0.3333333333333333,1.0,0.01,0.3806374813911895,0.040098791304579905
0.3333333333333333,1.0,0.01,0.5024875621890548,0.0415407837462562
0.3333333333333333,1.0,0.01,0.6243376429869201,0.043112049590513055
0.3333333333333333,1.0,0.01,0.7323965956517463,0.04481885933318165
0.3333333333333333,1.0,0.01,0.9528100764402322,0.052936010993236485
0.3333333333333333,0.5,0.01,0.27257852872636334,0.04445841364472572
0.3333333333333333,0.5,0.01,0.3806374813911895,0.04721811559708779
0.3333333333333333,0.5,0.01,0.5024875621890548,0.050495992016825406
0.3333333333333333,0.5,0.01,0.6243376429869201,0.054381828660134184
0.3333333333333333,0.5,0.01,0.7323965956517463,0.05893545986946847
0.3333333333333333,0.5,0.01,0.9528100764402322,0.0817251228067044
0.3333333333333333,0.2,0.01,0.27257852872636334,0.05111800455096008
0.3333333333333333,0.2,0.01,0.3806374813911895,0.058540098006826406
0.3333333333333333,0.2,0.01,0.5024875621890548,0.07079826066258862
0.3333333333333333,0.2,0.01,0.6243376429869201,0.09127662450587612
0.3333333333333333,0.2,0.01,0.7323965956517463,0.11793958595742578
0.3333333333333333,0.2,0.01,0.9528100764402322,0.1962011994378724
0.3333333333333333,0.1,0.01,0.27257852872636334,0.05214441482204558
0.3333333333333333,0.1,0.01,0.3806374813911895,0.06267859559504504
0.3333333333333333,0.1,0.01,0.5024875621890548,0.08955289255385465
0.3333333333333333,0.1,0.01,0.6243376429869201,0.1680237255163398
0.3333333333333333,0.1,0.01,0.7323965956517463,0.24044934087295278
0.3333333333333333,0.1,0.01,0.9528100764402322,0.3978274810839855
0.3333333333333333,0.05,0.01,0.27257852872636334,0.0519078557835207
0.3333333333333333,0.05,0.01,0.3806374813911895,0.06344672664356305
0.3333333333333333,0.05,0.01,0.5024875621890548,0.10294204596568383
0.3333333333333333,0.05,0.01,0.6243376429869201,0.29351819715408994
0.3333333333333333,0.05,0.01,0.7323965956517463,0.4265806351120111
0.3333333333333333,0.05,0.01,0.9528100764402322,0.7489596554009076
0.3333333333333333,0.025,0.01,0.27257852872636334,0.05168242275253384
0.3333333333333333,0.025,0.01,0.3806374813911895,0.06352415132082732
0.3333333333333333,0.025,0.01,0.5024875621890548,0.10907652490326525
0.3333333333333333,0.025,0.01,0.6243376429869201,0.3867979712551977
0.3333333333333333,0.025,0.01,0.7323965956517463,0.5655702294478722
0.3333333333333333,0.025,0.01,0.9528100764402322,0.8366967449328978
0.2,1.0,0.01,0.27257852872636334,0.03160208071819557
0.2,1.0,0.01,0.3806374813911895,0.03301039649349908
0.2,1.0,0.01,0.5024875621890548,0.03459947493275496
0.2,1.0,0.01,0.6243376429869201,0.03639414545131117
0.2,1.0,0.01,0.7323965956517463,0.038417521564336116
0.2,1.0,0.01,0.9528100764402322,0.048884716676795024
0.2,0.5,0.01,0.27257852872636334,0.03695789516127681
0.2,0.5,0.01,0.3806374813911895,0.03961571724194148
0.2,0.5,0.01,0.5024875621890548,0.04289399803386357
0.2,0.5,0.01,0.6243376429869201,0.04695558442986025
0.2,0.5,0.01,0.7323965956517463,0.05194782683050173
0.2,0.5,0.01,0.9528100764402322,0.07913007012744382
0.2,0.2,0.01,0.27257852872636334,0.043633518249178854
0.2,0.2,0.01,0.3806374813911895,0.05059899723142779
0.2,0.2,0.01,0.5024875621890548,0.06275687777618433
0.2,0.2,0.01,0.6243376429869201,0.08364428736514808
0.2,0.2,0.01,0.7323965956517463,0.11026759920442814
0.2,0.2,0.01,0.9528100764402322,0.19700523443736484
0.2,0.1,0.01,0.27257852872636334,0.044416119440486394
0.2,0.1,0.01,0.3806374813911895,0.05392486462458342
0.2,0.1,0.01,0.5024875621890548,0.0812196667917222
0.2,0.1,0.01,0.6243376429869201,0.1599930677115075
0.2,0.1,0.01,0.7323965956517463,0.230573978712703
0.2,0.1,0.01,0.9528100764402322,0.4003448090524391
0.2,0.05,0.01,0.27257852872636334,0.044100706570665546
0.2,0.05,0.01,0.3806374813911895,0.054192508099000766
0.2,0.05,0.01,0.5024875621890548,0.09284951067198606
0.2,0.05,0.01,0.6243376429869201,0.28501696883931893
0.2,0.05,0.01,0.7323965956517463,0.41826810024000155
0.2,0.05,0.01,0.9528100764402322,0.7516659153651976
0.2,0.025,0.01,0.27257852872636334,0.04383940820815702
0.2,0.025,0.01,0.3806374813911895,0.05409431550386529
0.2,0.025,0.01,0.5024875621890548,0.09747413352893404
0.2,0.025,0.01,0.6243376429869201,0.3845871280835311
0.2,0.025,0.01,0.7323965956517463,0.560927614026411
0.1111111111111111,1.0,0.01,0.27257852872636334,0.02348527000005319
0.1111111111111111,1.0,0.01,0.3806374813911895,0.024925656669326533
0.1111111111111111,1.0,0.01,0.5024875621890548,0.026646602112251366
0.1111111111111111,1.0,0.01,0.6243376429869201,0.02871828978263317
0.1111111111111111,1.0,0.01,0.7323965956517463,0.031217014603502985
0.1111111111111111,1.0,0.01,0.9528100764402322,0.04576540725681358
0.1111111111111111,0.5,0.01,0.27257852872636334,0.028347581135187927
0.1111111111111111,0.5,0.01,0.3806374813911895,0.03080656672488405
0.1111111111111111,0.5,0.01,0.5024875621890548,0.03403858844755351
0.1111111111111111,0.5,0.01,0.6243376429869201,0.03838151015715071
0.1111111111111111,0.5,0.01,0.7323965956517463,0.04423483928269135
0.1111111111111111,0.5,0.01,0.9528100764402322,0.07860758718088244
0.1111111111111111,0.2,0.01,0.27257852872636334,0.03544429912131987
0.1111111111111111,0.2,0.01,0.3806374813911895,0.04153761145531955
0.1111111111111111,0.2,0.01,0.5024875621890548,0.05274581835069865
0.1111111111111111,0.2,0.01,0.6243376429869201,0.07332249398959662
0.1111111111111111,0.2,0.01,0.7323965956517463,0.10269228836451857
0.1111111111111111,0.2,0.01,0.9528100764402322,0.1985593154345609
0.1111111111111111,0.1,0.01,0.27257852872636334,0.03659580303394277
0.1111111111111111,0.1,0.01,0.3806374813911895,0.04479279126165213
0.1111111111111111,0.1,0.01,0.5024875621890548,0.07119330232398759
0.1111111111111111,0.1,0.01,0.6243376429869201,0.14661999592333905
0.1111111111111111,0.1,0.01,0.7323965956517463,0.2260453813412778
0.1111111111111111,0.1,0.01,0.9528100764402322,0.40218970383701214
0.1111111111111111,0.05,0.01,0.27257852872636334,0.036451427706635016
0.1111111111111111,0.05,0.01,0.3806374813911895,0.04498742552641766
0.1111111111111111,0.05,0.01,0.5024875621890548,0.08180021135479927
0.1111111111111111,0.05,0.01,0.6243376429869201,0.2705180739749671
0.1111111111111111,0.05,0.01,0.7323965956517463,0.41642895372044814
0.1111111111111111,0.025,0.01,0.27257852872636334,0.03623399325127946
0.1111111111111111,0.025,0.01,0.3806374813911895,0.044856264980115176
0.1111111111111111,0.025,0.01,0.5024875621890548,0.0853190024854048
0.1111111111111111,0.025,0.01,0.6243376429869201,0.37718061198734915
0.1111111111111111,0.025,0.01,0.7323965956517463,0.558217129225636
0.058823529411764705,1.0,0.01,0.27257852872636334,0.01626655820731886
0.058823529411764705,1.0,0.01,0.3806374813911895,0.017612924474935128
0.058823529411764705,1.0,0.01,0.5024875621890548,0.01936266850390039
0.058823529411764705,1.0,0.01,0.6243376429869201,0.02169354781032257
0.058823529411764705,1.0,0.01,0.7323965956517463,0.024833692407082785
0.058823529411764705,1.0,0.01,0.9528100764402322,0.04463105101923754
0.058823529411764705,0.5,0.01,0.27257852872636334,0.02025419270715991
0.058823529411764705,0.5,0.01,0.3806374813911895,0.022425332529272896
0.058823529411764705,0.5,0.01,0.5024875621890548,0.02556246359668365
0.058823529411764705,0.5,0.01,0.6243376429869201,0.03036849653157344
0.058823529411764705,0.5,0.01,0.7323965956517463,0.03785965946471355
0.058823529411764705,0.5,0.01,0.9528100764402322,0.0791435733783839
0.058823529411764705,0.2,0.01,0.27257852872636334,0.02732490951738347
0.058823529411764705,0.2,0.01,0.3806374813911895,0.03227532071092385
0.058823529411764705,0.2,0.01,0.5024875621890548,0.042007089966847815
0.058823529411764705,0.2,0.01,0.6243376429869201,0.06344280810758056
0.058823529411764705,0.2,0.01,0.7323965956517463,0.09981099097947213
0.058823529411764705,0.2,0.01,0.9528100764402322,0.19954721745543832
0.058823529411764705,0.1,0.01,0.27257852872636334,0.029307618031632794
0.058823529411764705,0.1,0.01,0.3806374813911895,0.03608264391968856
0.058823529411764705,0.1,0.01,0.5024875621890548,0.06008105334647544
0.058823529411764705,0.1,0.01,0.6243376429869201,0.13649745960568083
0.058823529411764705,0.1,0.01,0.7323965956517463,0.2267525508916588
0.058823529411764705,0.1,0.01,0.9528100764402322,0.40328836054057465
0.058823529411764705,0.05,0.01,0.27257852872636334,0.029558452413771107
0.058823529411764705,0.05,0.01,0.3806374813911895,0.03658405822108985
0.058823529411764705,0.05,0.01,0.5024875621890548,0.07069063968841802
0.058823529411764705,0.05,0.01,0.6243376429869201,0.2623704638457219
0.058823529411764705,0.05,0.01,0.7323965956517463,0.4175226256620716
